name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at
"Bán nhà 35m2, 3 phòng ngủ, ô tô đỗ cửa, thang máy tận nhà, giá 700 triệu","Chào mừng bạn đến với căn nhà phố tuyệt vời tại Xala, nơi cuộc sống tiện nghi và thoải mái đang chờ đón Diện tích: 35m², 5 tầng với 3 phòng ngủ, thiết kế đủ công năng, phù hợp cho gia đình nhỏ hoặc để đầu tư cho thuê. Vị trí đắc địa: Nằm ngay cạnh khu đô thị Mường Thanh, gần hồ, gần chợ, tiện ích xung quanh bạt ngàn. Chỉ cách đường ô tô tránh nhau 15m, giao thông vô cùng thuận tiện. Điểm đặc biệt: Sổ đỏ nở hậu, mang lại tài lộc và may mắn cho gia chủ. Giá yêu thương: Chỉ 700 triệu (thương lượng trực tiếp để có giá tốt nhất). Liên hệ ngay: [phone_number] để biết thêm thông tin chi tiết và sở hữu căn nhà mơ ước này nhé",Nhà,Hà Nội,Thanh Oai,Cự Khê,,Khu đô thị mới Thanh Hà B (Khu đô thị Thanh Hà Mường Thanh),700000000.0,35.0,5.0,,,,3.0,,Tây Bắc,,2025-06-07T10:39:41.378000
Bán tòa nhà 7 tầng phố Hoàng Văn Thái DT 70m2x7T - phân lô - ô tô tránh - giá 23.7 tỷ,"+ Tòa nhà 7 tầng thang máy nhập khẩu. + Thiết kế: - Tầng 1: Để xe + bếp. - Tầng 2,3,4,5,6: Mỗi tầng 2 phòng + 2 vệ sinh. - Tầng 7: Phòng thờ + sân phơi. + Phù hợp ở hoặc kinh doanh văn phòng công ty. + Khu dân trí cao an ninh đảm bảo tuyệt đối. Tiện ích đầy đủ cả. + Sổ đỏ vuông vắn, sẵn sàng giao dịch. + Giá bán: 23.7 tỷ có thương lượng. + Liên hệ xem nhà: Thanh Nga [phone_number]",Nhà,Hà Nội,Thanh Xuân,Khương Mai,Hoàng Văn Thái,,23700000000.0,70.0,,4.0,,,,,,,2025-06-18T12:45:57.676000
"Hàng xóm Royal City - Thanh Xuân, 64m², 4 tầng, 10.86 tỷ, lô góc, kinh doanh dòng tiền","Hoa khôi Vũ Trọng Phụng - Thanh Xuân, 64m², 4 tầng, 10.86 tỷ, lô góc, kinh doanh dòng tiền. Vị trí rất đẹp trung tâm thành phố, vài bước chân ra mặt phố, tiện ích ngập tràn, giao thông thuận lợi, gần nhiều trường cấp 1,2,3 và các trường ĐH xung quanh. Gần ga tàu điện và TTTM Royal City. Thiết kế hiện đại 4 tầng, phù hợp nhu cầu vừa ở vừa kinh doanh, hoặc cho thuê đều tốt. Sổ đỏ đẹp giao dịch ngay. Chủ nhà nay cần bán gấp để mua nhà to hơn. Giao thông lân cận: Nguyễn Trãi, Quang Trung, Trung Văn, Lê Văn Lương kéo dài, Tố Hữu, Lương Thế Vĩnh, An Hoà, Nguyễn Tuân, Phùng Khoang, Nhân Chính, Ngã Tư Sở, Vũ Trọng Phụng, Thanh Xuân LH Ms. Luyến - chuyên BĐS. Không tiếp MG và đầu tư.",Nhà,Hà Nội,Thanh Xuân,Thanh Xuân Trung,Vũ Trọng Phụng,,10860000000.0,64.0,4.0,,,,4.0,4.0,,,2025-06-25T19:25:44.248000
"Bán Tòa nhà MP Lạc Long Quân 115m2x9 tầng, MT 9m, Dòng tiền 2 tỷ chỉ hơn 77 tỷ","Chính chủ cần bán gấp Tòa nhà MP Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội. Diện tích 115m2x9 tầng MT 9m, Thiết kế 20PN + 9WC + bếp. Mặt tiền rộng 9m, MP 2 làn đường rộng 50m, rất phù hợp cho kinh doanh nhà hàng, ngân hàng, cho thuê VP... Pháp lý sổ đỏ sẵn giao dịch. Giá hơn 77 tỷ VND. Điểm nhấn: + Thiết kế hiện đại, không gian thoáng đãng. + Phong thủy tốt, mang lại tài lộc. + Mặt tiền thuận lợi cho việc buôn bán, kinh doanh các loại mặt hàng. Gần các tiện ích: + Gần trường học: Trường THCS Đông Thái, Trường THPT Đông Đô, Trường Tiểu học Đông Thái. + Gần chợ/siêu thị: Winmart+, Winmart Xuân La. + Có công viên: Công viên Starlake Tây Hồ Tây. + Gần Cầu Nhật Tân, nối tuyến đường giao thông thương mại buôn bán + Khu vực nhiều văn phòng VIP, Nhà hàng, Khu vui chơi, siêu thị, người nước ngoài ở... + Thông sang Đôgn Anh về sân bay nội bài Liên hệ xem nhà [phone_number]",Nhà,Hà Nội,Tây Hồ,Xuân La,Lạc Long Quân,,77000000000.0,115.0,,9.0,,,,,,,2025-06-03T18:51:07.754000
Bán nhanh căn 2 ngủ góc ban công Đông Bắc đẹp tại Thái Hà - 43 Phạm Văn Đồng. Lh e [phone_number],"Chung cư này tọa lạc tại Thành Phố Giao Lưu, Phạm Văn Đồng, Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội. Với diện tích 70m2, căn hộ có 2PN, 2WC, hướng cửa chính Nam và ban công Đông Bắc. Nội thất đầy đủ với các món như sofa, tủ lạnh, máy giặt và giường ngủ. Pháp lý đầy đủ giúp đảm bảo an toàn cho việc đầu tư. Cuộc sống ở đây không chỉ tiện nghi mà còn mang lại phong thủy tốt cho gia chủ. Giá cực chất chỉ 5 tỷ VND, không có chỗ nào khác mà lại chất lượng như này đâu. Đừng bỏ lỡ cơ hội sở hữu một căn hộ đẹp như mơ tại khu vực đang hot này. Tiện ích xung quanh: + Bệnh viện Mắt Quốc Tế Việt - Nga. + Công viên Starlake Tây Hồ Tây. + Siêu thị Winmart. + Trường Đại Học Ngoại Ngữ - ĐHQGHN. Liên hệ ngay để biết thêm chi tiết, gọi [phone_number]",Căn hộ chung cư,Hà Nội,Bắc Từ Liêm,,,,5000000000.0,70.0,,,,,2.0,2.0,Nam,Đông Bắc,2025-06-18T17:13:10.956000
"Phúc Lợi, nhà 8tầng thang máy mới koong, trước nhà 3 ô tô tránh, view sân chơi chung cư, [phone_number]","Phúc Lợi, nhà 8 tầng thang máy mới koong, trước nhà 3 ô tô tránh, view sân chơi chung cư, full nội thất, sang xịn mịn, an sinh đỉnh. - DT 43.2m2, 8 tầng, MT 4m 13.8 tỷ. - Vị trí siêu đẹp, trước nhà 3 ô tô tránh, view sân chơi chung cư đẹp miên man. - Nhà mới koong, 8 tầng thang máy, full nội thất sang xịn mịn, an sinh tuyệt vời. - Thiết kế: + Tầng 1: Gara 2 xe ô tô thoải mái. + Tầng 2 (Lửng): Phòng khách rộng. + Tầng 3: 01 Phòng ngủ + WC khép kín. + Tầng 4: 01 Phòng ngủ + WC khép kín. + Tầng 5: 01 Phòng ngủ + WC khép kín. + Tầng 6: 02 Phòng ngủ + WC. + Tầng 7: Bếp + khách + view thưởng trà cafe. + Tầng 8: Sân phơi. - Sổ đỏ hoa hậu sẵn sàng giao dịch. - LH Mrs Quyến: [phone_number]",Nhà,Hà Nội,Long Biên,Phúc Lợi,,,13800000000.0,43.2,,4.0,,,5.0,4.0,,,2025-06-03T03:50:07.353000
"Siêu phẩm Trường Chinh, ngõ cực nông, 3 thoáng, cho thuê DT 700tr/năm, 12P ngủ hiện đại, 50m2*6T","Siêu phẩm Trường Chinh - nhà 6 tầng 12 phòng rộng - dòng tiền 700tr/năm - full nội thất - ở ngay. Vị trí đẹp ngõ rộng nông ba gác quay đầu thoải mái 3 mặt thoáng vĩnh viễn. Ngõ trước nhà rộng ô tô đỗ gần nhà thuận tiện di chuyển các tuyến Lê Trọng Tấn, Tôn Thất Tùng, Phạm Ngọc Thạch. Diện tích: 55m² x 6 tầng, xây mới chắc chắn, thiết kế hiện đại. Công năng: 12 phòng ngủ rộng khép kín, vệ sinh riêng, 3 mặt thoáng hiếm có, phòng nào cũng có ánh sáng và gió tự nhiên. Dòng tiền cho thuê cực tốt: ~700 triệu/năm (tương đương hơn 50 triệu/tháng). Nội thất cao cấp: Giường, tủ, điều hòa, nóng lạnh, thiết bị vệ sinh cao cấp xách vali vào ở/kinh doanh ngay. - Pháp lý: Sổ đỏ chính chủ, sang tên nhanh. - Giá bán: 10.5 tỷ (thương lượng trực tiếp với chủ nhà). - Liên hệ ngay: Tôi Huệ để xem nhà miễn phí nhiệt tình.",Nhà,Hà Nội,Thanh Xuân,Khương Mai,Trường Chinh,,10500000000.0,55.0,6.0,4.0,,,10.0,,,,2025-06-26T11:16:18.433000
Em chỉ còn đúng một lô duy nhất ngay sát Quốc lộ 21 gần trường ĐHQG giá chỉ nhỉnh 2 tỷ,"+ Pháp lý đầy đủ, sổ đỏ/sổ hồng, nên cứ yên tâm mà đầu tư. + Giá chỉ nhỉnh 2 tỷ VND, quá hời cho một vị trí như vậy. + Đường rộng rãi, dễ dàng di chuyển với xe oto + Phong thủy tốt, hút tài lộc cho chủ nhân. + Di chuyển đến ĐHQG và khu CNC cũng chỉ mất 5p đi đường + Đón sóng của Trục Hồ Tây-Ba Vì đang triển khai Đừng ngần ngại, liên hệ ngay để được tư vấn miễn phí qua số [phone_number] với tên Nguyễn Thảo Anh . Hãy nhanh chân trước khi lỡ cơ hội này!",Đất,Hà Nội,Sơn Tây,Cổ Đông,,,2100000000.0,100.0,,,,,,,,,2025-06-18T18:23:22.511000
"Siêu phẩm nhà mới thang máy ô tô vào nhà ngõ thông kinh doanh, lô góc 3 mặt thoáng ngay sát phố","Chủ nhà cần tiền nên thiện chí bán gấp nhà phố Hoàng Quốc Việt. - Vị trí cách phố 40m, ngõ ô tô tránh thông nhiều đường, xung quanh nhiều tiện ích như các trường đại học, bệnh viện, trung tâm thương mại. - Diện tích 55m2 xây dựng (50m2 sổ) mặt tiền 5m, lô góc 3 mặt thoáng. - Nhà xây mới 5 tầng thang máy với kiến trúc hiện đại, + Tầng 1 làm gara ô tô. + Tầng 2 có 1 phòng khách và 1 phòng ngủ khép kín. + Tầng 3 và tầng 4 mỗi tầng 2 phòng ngủ khép kín. + Tầng 5 phòng thờ sân phơi. - Chỉ 21 tỷ gọi em gấp [phone_number]ảnh thật).",Nhà,Hà Nội,Cầu Giấy,Nghĩa Đô,Hoàng Quốc Việt,,21000000000.0,50.0,,5.0,,,5.0,5.0,,,2025-06-24T03:59:15.524000
"Chính chủ cần bán nhà Mỹ Đình căn góc 4 tầng, mặt ngõ ô tô kinh doanh siêu hot","Mở rộng không gian sống với căn nhà riêng ở đường Mỹ Đình, p Mỹ Đình 1, Nam Từ Liêm, Hà Nội. Với diện tích 40m2, căn NR này có 4PN, 3WC, và 4 tầng. Nội thất cơ bản đã có sẵn, chỉ cần dọn vào là ở ngay. Mặt tiền rộng 12.8m cực kỳ lý tưởng cho việc kinh doanh. Ngõ vào rộng 4m, thuận tiện cho xe cộ ra vào thoải mái. Pháp lý đầy đủ, sổ đỏ sẵn sàng. Căn nhà này không chỉ là nơi ở mà còn là cơ hội đầu tư siêu hấp dẫn cho những ai muốn tạo dựng không gian riêng tư. Gần siêu thị, trường học, và công viên, cuộc sống ở đây sẽ không bao giờ nhàm chán. Liên hệ ngay để biết thêm chi tiết: Chu Đức Việt [phone_number]",Nhà,Hà Nội,Nam Từ Liêm,Mỹ Đình 1,Mỹ Đình,,10470000000.0,40.0,,13.0,,,4.0,3.0,,,2025-06-13T05:01:09.148000
"ĐỘC QUYỀN - chính chủ bán căn 88m2, giá 5,4 tỷ thu về, hàng Limited, sẵn HĐ thuê. Tầng trung, sổ đỏ","Độc quyền - chính chủ bán căn 88m2 Splendora An Khánh. 5,4 tỷ thu về SIÊU VIP. - Ban công đoong view nội khu. - Tầng trung đẹp. - Nhà hoàn thiện, sẵn HĐ cho thuê - Tiện ích xanh, cao cấp, đầy đủ. - Mật độ thấp, chỉ 2 căn/sàn/tháng máy. - Sổ đỏ sẵn sàng giao dịch. - Cam kết mua là lời luôn. Sinh dòng tiền - Bán quản lý Savil chuyên nghiệp. - Liên hệ em Huệ Splendora: [phone_number] nhanh tay sở hữu ngay tài sản giá trị sinh dòng tiền.",Căn hộ chung cư,Hà Nội,Hoài Đức,An Khánh,Đại lộ Thăng Long,Mailand Hanoi City,5400000000.0,88.0,,,,,2.0,2.0,Bắc,Đông,2025-06-26T13:49:24.763000
"Bán tòa CHDV Vĩnh Tuy gần King Kông, 3thoáng, 70m2*7T, TM 17phòng KK, dòng tiền 900tr/năm","Ô tô đỗ cửa - 7 tầng thang máy - 2 mặt ngõ 3 mặt thoáng - 14 phòng khép kín - phòng nào cũng thoáng - dòng tiền 75 tr/th. Mô tả: - Vị trí đẹp lô góc khu vực dân trí cao luôn cho thuê kín phòng. Cách chợ 50m, cạnh Trường học, công an Phường. Ngõ thông, 7 tầng thang máy. - 2 mặt ngõ, 3 mặt thoáng vĩnh viễn (phòng nào cũng có ánh sáng tự nhiên). - Tổng 14 phòng khép kín, nội thất cao cấp: Điều hòa, tủ lạnh, bếp, nóng lạnh, giường tủ. - Hệ thống camera an ninh, khóa vân tay, wifi truyền hình đến từng phòng. - Sổ đỏ chính chủ, giao dịch ngay. - Giá chào 13,8 tỷ có thương lượng. Liên hệ Mrs Bùi Uyên sđt: để được tư vấn và xem nhà miễn phí.",Nhà,Hà Nội,Hai Bà Trưng,,Vĩnh Tuy,,13800000000.0,70.0,7.0,5.0,,,17.0,17.0,,,2025-06-24T11:20:40.780000
"Cực hiếm! Nhà 4 tầng gần bến xe Yên Nghĩa, gần tổ 2, có sổ. Chỉ 3, x tỷ. Lh [phone_number]","Cực hiếm! Nhà 4 tầng gần tổ 2 Yên Nghĩa. Chỉ 3, x tỷ. Lh e Huyền [phone_number] - Nhà xây dựng 4 tầng. Diện tích 35m2. Thiết kế tầng chia 2 phòng. Tổng 4 phòng ngủ, 1 phòng thờ rộng rãi. Phòng nào cũng có cửa sổ rộng rất thoáng mát. - Mức giá quá tốt cho vị trí trung tâm Phường, gần chợ, UB, công viên, khu đất Dv, Vành Đai 4, bến xe Yên Nghĩa, Đh Đại Nam, Phenikaa. Tiện ích không thiếu thứ gì, giao thông thuận tiện. - Sổ hoa hậu chủ gửi ngân hàng, mua bán an tâm. Lh Ms Huyền [phone_number] để được hỗ trợ sớm nhất.",Nhà,Hà Nội,Hà Đông,Yên Nghĩa,Quốc lộ 6,,3800000000.0,35.0,4.0,6.0,,,4.0,3.0,,,2025-06-18T03:32:57.452000
"Bán đất thôn Trung Hậu Đoài, Tiền Phong, Mê Linh. Gần chợ Yên, hồ ba góc","Bán mảnh đất thôn Trung Hậu Đoài, Tiền Phong, Mê Linh, Hà Nội. Gần chợ Yên, hồ ba góc, UBND xã Tiền Phong. Diện tích: 60m2, mặt tiền 4m, hướng Đông, full thổ cư. * Giá: 3,5 tỷ. * Đất nằm trên ngõ rộng 3m, cách 50m tới trục chính làng ô tô tránh. * Cách 300m tới đường quốc lộ 23. * Cách 400m tới trường mầm non, trường cấp 1, cấp 2 tiền Phong A. * Cách 750m tới chợ Yên, hồ Ba Góc, UBND xã Tiền Phong.",Đất,Hà Nội,Mê Linh,Tiền Phong,,,3500000000.0,60.0,,4.0,,,,,Đông,,2025-06-02T06:36:19.453000
"Bán căn hộ chung cư tại 137 Nguyễn Ngọc Vũ - 68m2 - 2PN - 2VS - 4,5 tỷ chính chủ","Bán căn hộ chung cư tại 137 Nguyễn Ngọc Vũ. - Diện tích: 68m² - 2 phòng ngủ 2 vệ sinh. - Giá bán: 4,5 tỷ. - Vị trí trung tâm, giao thông thuận tiện, gần nhiều tiện ích như trường học, chợ, công viên. Liên hệ:",Căn hộ chung cư,Hà Nội,Cầu Giấy,Trung Hòa,Nguyễn Ngọc Vũ,,4500000000.0,68.0,,,,,2.0,2.0,Tây - Bắc,,2025-06-23T10:12:56.567000
"Bán nhà Cổ Linh, Long Biên, 100m2*4T, 28 tỷ, gara, trung tâm tiện ích","Bán nhà Cổ Linh, Long Biên, 100m2*4T, 28 tỷ, gara, trung tâm tiện ích. - Khu tái định cư, lô góc, chủ xây chắc chắn, gara rộng, ô chờ thang máy. Ngõ, thông, thoáng, vỉa hè 3m, 3 ô tô tránh. Khu vực an ninh tốt, dân trí cao, quy hoạch ổn định, gần UBND Phường, trường học các cấp, giao thông thuận tiện. - Sổ đỏ chính chủ. - Liên hệ: Mr Tuấn Miễn TG).",Nhà,Hà Nội,Long Biên,Thạch Bàn,Cổ Linh,,28000000000.0,100.0,4.0,,,10.0,6.0,4.0,,,2025-06-26T19:20:25.852000
"Nhà đẹp khương hạ_33m2-5 tầng-mt 3.8m_lanh fun nội thất - gần phố, trường ở luôn_7.26 tỷ","NHÀ ĐẸP KHƯƠNG HẠ_33m2-5 Tầng-MT 3.8m_LANH FUN NỘI THẤT - GẦN PHỐ, TRƯỜNG Ở LUÔN_7.26 tỷ - Nhà full nội thất mới đẹp long lanh, - Phút mốt ra mặt phố, gần oto tránh, Gần trường cấp 1.2.3 khương Hạ...trường các cấp xung quanh lại gần chợ + Tầng 1: Phòng khách, bếp, WC. + Tầng 2,3,4: Mỗi tầng 1 ngủ, WC + Tầng 5: Phòng thờ sân phơi, có thể sửa thành 1 ngủ. Sổ đỏ chính chủ mới kong cất két chờ giao dịch ngay A/c quan tâm LH em Yến [phone_number] để xem nhà ngay nhé!",Nhà,Hà Nội,Thanh Xuân,Khương Đình,,,7260000000.0,33.0,,3.8,,,,,,,2025-06-19T06:59:37.264000
"Siêu phẩm mặt hồ ngọc lâm, long biên.vỉa hè ô tô tránh kinh doanh.250m2,mt 12m.giá rẻ đầu tư.","HỈNH THỬA ĐẸP - MẶT TIỀN KHỦNG. ĐƯỜNG VỈA HÈ,Ô TÔ TRÁNH ĐỖ KINH DOANH. DT Tổng 250m2 , MT 12m. GIÁ CẢ ĐẦU TƯ, Có Thoả Thuận. Một Bđs mặt hồ ,trung tâm quận Long Biên cực hiếm. thông số đẹp full đất ở phù hợp xây biệt thự, văn phòng view triệu đô. + 2 mặt đường trước sau đường rộng 6m ô tô tránh, giá trị cực cao. Tiện ích xung quanh bạt ngàn đẳng cấp. + Sổ vuông đẹp,full thổ cư. cất két sẵn sàng giao dịch. -/-////////-/- A/ C Quan tâm LH Em Cương. [phone_number]. Chuyên BĐS Víp , Pháp lý Xịn, Giá Tốt. Em Cương xin Được cảm ơn quý A/c , Các Cô, Bác Quan Tâm đọc Bài ạ. .",Nhà,Hà Nội,Long Biên,Ngọc Lâm,Ngọc Lâm,,54800000000.0,250.0,,12.0,,,4.0,3.0,,,2025-06-21T16:38:00.797000
Chính chủ em cần tiền thanh toán công nợ CẮT LỖ 200tr lô đất 100m full thổ cư tại Cổ Đông,"Nằm ngay trung tâm thành phố Đô Thị Vệ Tinh Hoà Lạc. - Đường 2 - 3 ô tô tránh. - Ngay sát Quốc Lộ 21 mở rộng. - Di chuyển sang khu Công Nghệ Cao Hoà Lạc, Các Trường Đại Học Quốc Gia và Đại Học FPT chỉ hơn 2 phút. - Nằm trong khu đông dân cư, xung quanh đầy đủ tiện ích, kinh doanh sầm uất. Vị trí vàng vô cùng đắc địa, vừa có thể để đầu tư, hoặc xây ở hoặc cho thuê mang lại dòng tiền cao ổn định hàng tháng. * Đất sẵn sổ đỏ sang tên được ngay! Giá chỉ nhỉnh 2 tỷ. Anh chị nào quan tâm mảnh đất này thì liên hệ ngay với em qua số: [phone_number] Em đưa đi xem đất thực tế anh chị ạ!",Đất,Hà Nội,Sơn Tây,Cổ Đông,,,2550000000.0,100.0,,,,,,,,,2025-06-10T07:21:28.610000
"Chính chủ cần bán 3pn tòa a1 lumiere, 90m2, giá 7,850 tỷ chênh so với giá hđmb 50tr. lh [phone_number]","Gia đình có căn hộ cần bán tại chung cư Lumiere Evergreen, năm trong đại đô thị Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội. Căn hộ thiết kế như sau: - Tòa a1 diện tích 90m2 thiết kế 3pn - Ban công đông bắc - đồ cơ bản: điều hòa, tủ bếp, nóng lạnh, tủ quần áo Giá bán: 7,850 tỷ ( gia lộc cho khách thiện chí) Liên hệ em Hằng: [phone_number]",Căn hộ chung cư,Hà Nội,Nam Từ Liêm,Tây Mỗ,,Lumiere EverGreen,7850000000.0,90.0,,,,,3.0,2.0,Đông Bắc,,2025-06-08T09:12:25.124000
Bán nhà phố thuỵ khuê ( dt: 34/43m; 6 tầng; mt: 4m ) view hồ tây,"HOA HẬU TÂY HỒ - 5M RA MẶT HỒ TÂY Ô TÔ TRÁNH - NGÕ THÔNG - THIẾT KẾ HIỆN ĐẠI - 03 THOÁNG Mặt ngõ thông Thụy Khuê - Nguyễn Đình Thi. Nhà thiết kế hiện đại, gia chủ là người yêu nghệ thuật, không gian thiết kế 03 thoáng, ban công, view hồ Tây, đứng trong nhà ngắm pháo hoa. T1: khu để xe, khách, bếp, wc( có thể thiết kế 1 bể cá nhỏ) T2,3,4,5: thông sàn 01 ngủ rộng, wc. T6: phòng thờ + sân phơi. Chủ có sẵn 01 slot ô tô tại hầm của Bộ Quốc Phòng ngay gần nhà. Khách mua chủ tặng lại slot. Sổ sẵn giao dịch. Ngọc thổ cư: [phone_number]",Nhà,Hà Nội,Tây Hồ,Thụy Khuê,Thụy Khuê,,14350000000.0,34.0,,,,,5.0,4.0,,,2025-06-04T12:19:23.749000
Trung Kính - siêu phẩm 7 tầng thang máy - 5m ra phố - vừa ở & kinh doanh. Diện tích: 56m x mt 4m,"Trung Kính - siêu phẩm 7 tầng thang máy - 5m ra phố - vừa ở & kinh doanh. Diện tích: 56m2 x MT 4m. Chỉ 24.5 tỷ. - Nhà đẹp dân xây, mặt ngõ rộng, tiện ích ngập tràn, giao thông thuận tiện. - Sổ vuông đẹp, sẵn sàng giao dịch. - Liên hệ: zalo E Mỳ chuyên thổ cư.",Nhà,Hà Nội,Cầu Giấy,Trung Hòa,Trung Kính,,24500000000.0,56.0,,4.0,,,,,,,2025-06-20T01:11:31.437000
"Sở hữu ngõ riêng, nông, thẳng tắp, sát vách khu đô thị Hinode- nhà Kim Chung 5 tầng 30m2- 4 tỷ 45","Chú giám đốc về quê bán lại căn nhà Kim Chung, sở hữu ngõ riêng biệt, nâng cao tính riêng tư, cách 1 nhà ra đường ô tô sát, thoáng 2 mặt trước sau, sát vách là khu đô thị Hinode với nhiều tiện ích- 4.5 tầng- 30m2- giá 4 tỷ 45- có bớt- gặp chính chủ Bắc [phone_number] + Diện tích nhà 30m2- mặt tiền rộng thoáng + Sở hữu ngõ riêng biệt, phù hợp để xe, trồng cây, trồng hoa trang trí và nhiều ứng dụng khác + Ô tô đỗ rất gần, taxi thả cổng, gần trục đường Quốc lộ 32, trục vành đai 3.5 giúp giao thông, đi lại thuận tiện dễ dàng- khu vực được đầu tư nhiều về cơ sở hạ tầng- báo hiệu sự tăng giá trong tương lai + Nhà gần chợ thực phẩm, cụm trường cấp 1, cấp 2 Kim Chung, sát khu đô thị Hinode với các tiện ích như hàng cây xanh dạo bộ, thể dục, hồ trung tâm thoáng đãng, phù hợp vui chơi, giải trí hàng ngày Giá 4 tỷ 45- có bớt, hỗ trợ ngân hàng Gặp chính chủ Bắc [phone_number]",Nhà,Hà Nội,Hoài Đức,Kim Chung,Yên Vĩnh,,4450000000.0,32.0,,4.0,,,3.0,4.0,,,2025-06-02T13:13:31.973000
"66m2*6t ngã 4 minh khai mai động - hoàng mai thang máy ô tô kd, [phone_number]","66M2*6T NGÃ 4 MINH KHAI MAI ĐỘNG - HOÀNG MAI THANG MÁY Ô TÔ KD, [phone_number] Bán nhà ngã 4 Minh Khai Mai Động - Hoàng Mai. * Diện tích 66m2 Mặt tiền rộng 4.1m Hướng Tây Nam. * Thiết kế 6 tầng hiện đại, thang máy nhập khẩu. - Tầng 1: để xe ô tô - Tầng 2;3: Mỗi tầng 1 phòng ngủ to + wc - Tầng 4: 2 Phòng ngủ mater - Tầng 5: phòng khách + Bếp + wc - Tầng 6: Phòng thờ + Sân phơi. -------------- * Vị trí trung tâm tiềm năng tăng giá cực cao - Toạ lạc tại ngay gần ngã 4 Minh Khai, Mai Động Tam Trinh sau lưng Times City Park Hill, gần cổng sau Vinschool, bệnh viện Vinmec. Khu Tam Trinh - Lĩnh Nam hạ tầng đồng bộ, đường Tam Trinh Lĩnh Nam đang mở rộng. - Ngõ rộng ô tô vào nhà, phù hợp ở làm văn phòng kinh doanh trung tâm mầm non - Gần Time City, khu Đô thị Vĩnh Hoàng, Đền Lừ, Louis City Hoàng Mai, chợ đầu mối phía Nam. - Bán kính 3 km là các trường ĐH lớn như Bách Khoa, KTQD, Xây Dựng -------------- * Giá chào 15.95 tỷ có thương lượng. * Sổ đỏ chính chủ, pháp lý rõ ràng sẵn sàng giao dịch ngay. * Liên hệ xem nhà 24/7: Mr Điệp [phone_number]",Nhà,Hà Nội,Hoàng Mai,Mai Động,Tam Trinh,,15950000000.0,66.0,,4.0,,,4.0,,Tây Nam,Tây Nam,2025-06-13T07:19:59.286000
"Lô đất gần KCN Nội Bài đầu tư hay ở đều tuyệt. Vị trí: Quang Tiến, Sóc Sơn diện tích: 112m2","Lô đất gần KCN Nội Bài đầu tư hay ở đều tuyệt. Vị trí: Quang Tiến, Sóc Sơn. Diện tích: 112m2. Mặt tiền: 5.3m, nở hậu đẹp. Đường ô tô 7 chỗ vào tận đất. Gần KCN và sân bay Nội Bài. Khu vực đang phát triển, nhiều dự án sắp triển khai. Đầy đủ tiện ích xung quanh. Giá: 3. X tỷ thương lượng. Liên hệ: [phone_number]e Linh) để xem đất và nhận thông tin chi tiết.",Đất,Hà Nội,Sóc Sơn,Quang Tiến,,,3470000000.0,112.0,,5.3,,,,,,,2025-06-23T07:09:31.626000
"Bảng tổng hợp giá chuyển nhượng căn hộ tại dự án The Westeria Hinode Kim Chung, nhận nhà ở ngay.","The Wisteria - Dự án cao cấp tại Hoài Đức - nằm trong đại đô thị Hinode Royal Park- mặt đường 32. Vị trí đẹp, tiện ích đủ đầy: hồ bơi, gym, khu vui chơi. Căn hộ diện tích : 2PN 73m: 4.8 tỷ 2PN 83m: 5.3tỷ 3PN 99m: 5,9 tỷ 3PN 114m: 6,4 tỷ 3PN 138m: 7.3tỷ 4PN 142m: 7,9 tỷ (Giá đã bao phí) * Pháp lý: Sổ đỏ sở hữu lâu dài. - Nhận nhà 7/2025, hỗ trợ vay 70%, sang tên nhanh gọn. Toàn bộ thuế phí thủ tục sang tên, Các Bác cứ để em lo hết ạ . Quan tâm mua chung cư gọi em : [phone_number]",Căn hộ chung cư,Hà Nội,Hoài Đức,Kim Chung,Quốc lộ 32,The Wisteria,5300000000.0,83.0,,,,,,,,,2025-06-25T16:49:21.990000
"Chính chủ bán nhà Hà Nội sổ lâu dài oto tránh giá 11 tỷ, diện tích 75m2","Chính chủ bán nhà liền kề 75m2 xây 4 tầng oto tránh. Diện tích 77m2 nhà xây 4 tầng, sổ lâu dài. Giá chỉ 11 tỷ.",Biệt thự/Nhà liền kề,Hà Nội,Gia Lâm,,,Phú Thị Riverside,11000000000.0,75.0,,5.0,,,,,Đông Nam,,2025-06-10T16:29:25.230000
"Chính chủ bán gấp 100 m2 full thổ, sát cổng đại học quốc gia",Vợ chồng em mua chung cư thiếu tiền mà không muốn vay bank nên cắt lỗ bán gấp mảnh đất 100m2 full thổ sát đại học Quốc gia. Đường rộng 9 mét ô tô quay đầu tại đất. Liên hệ [phone_number],Đất,Hà Nội,Sơn Tây,Cổ Đông,,,2900000000.0,100.0,,5.0,,,,,Đông Bắc,,2025-06-12T06:15:42.620000
